row_id,sales,quantity,marge_relative,taux_profit_estime,ratio_qte_sales,order_id,product_id
1,261.96,1,0.2072538860103627,0.0001442277876859,0.0038173766987326,CA-2017-152156,FUR-BO-10001798
3,14.62,1,0.0952380952380952,8.049359657844272e-06,0.0683994528043775,CA-2017-138688,OFF-LA-10000240
5,22.368,1,0.074074074074074,1.231518993342412e-05,0.0447067238912732,US-2016-108966,OFF-ST-10000760
7,7.28,1,0.2380952380952381,4.00816267504147e-06,0.1373626373626373,CA-2015-115812,OFF-AR-10002833
9,18.504,1,0.086021505376344,1.018778051359442e-05,0.0540423692174664,CA-2015-115812,OFF-BI-10003910
10,114.9,1,0.2475247524752475,6.326069936294848e-05,0.0087032201914708,CA-2015-115812,OFF-AP-10002892
13,15.552,1,0.1739130434782608,8.562492571736942e-06,0.0643004115226337,CA-2018-114412,OFF-PA-10002365
14,407.976,1,0.1318681318681318,0.0002246200790539,0.0024511245759554,CA-2017-161389,OFF-BI-10003656
16,2.544,1,0.027027027027027,1.400654649080426e-06,0.3930817610062893,US-2016-118983,OFF-BI-10000756
18,55.5,1,0.1162790697674418,3.055673467923099e-05,0.018018018018018,CA-2015-167164,OFF-ST-10000107
19,8.56,1,0.0884955752212389,4.712894573949861e-06,0.116822429906542,CA-2015-143336,OFF-AR-10003056
20,213.48,1,1.0,0.0001175360670148,0.004684279557804,CA-2015-143336,TEC-PH-10001949
22,19.46,1,0.3153153153153153,1.0714127150591625e-05,0.0513874614594039,CA-2017-137330,OFF-AR-10000246
26,11.648,1,0.1012658227848101,6.413060280066353e-06,0.0858516483516483,CA-2017-121755,OFF-BI-10001634
27,90.57,1,0.2586206896551724,4.986528756572884e-05,0.0110411836148835,CA-2017-121755,TEC-AC-10003027
29,9.618,1,0.048780487804878,5.295399534141328e-06,0.1039717196922437,US-2016-150630,OFF-BI-10000474
31,3.264,1,0.0493827160493827,1.7970663422163951e-06,0.3063725490196078,US-2016-150630,OFF-EN-10001509
34,15.76,1,0.0919540229885057,8.677011505309556e-06,0.0634517766497461,US-2016-150630,OFF-AR-10001683
35,29.472,1,0.15,1.622645197236569e-05,0.0339305103148751,CA-2018-107727,OFF-PA-10000249
41,371.168,1,0.1666666666666666,0.0002043546323859,0.0026941977756703,CA-2016-117415,TEC-PH-10000486
42,147.168,1,0.1739130434782608,8.10265500769922e-05,0.0067949554250924,CA-2018-120999,TEC-PH-10004093
46,17.46,1,0.0732600732600732,9.612983558547264e-06,0.0572737686139748,CA-2017-118255,OFF-BI-10003291
48,45.0,1,0.1260504201680672,2.47757308209981e-05,0.0222222222222222,CA-2017-169194,TEC-AC-10002167
51,75.18,1,0.1176470588235294,4.13919876249475e-05,0.0133014099494546,CA-2016-115742,OFF-LA-10002762
52,6.16,1,0.0578034682080924,3.391522263496629e-06,0.1623376623376623,CA-2016-115742,FUR-FU-10001706
54,15.26,1,0.2777777777777778,8.401725607298467e-06,0.0655307994757536,CA-2017-105816,OFF-FA-10000304
56,208.56,1,0.2127659574468085,0.0001148272537783,0.0047947832757959,CA-2017-111682,OFF-ST-10000604
57,32.4,1,0.2688172043010752,1.7838526191118632e-05,0.0308641975308642,CA-2017-111682,OFF-PA-10001569
58,319.41,1,0.238095238095238,0.0001758581373674,0.0031307723615415,CA-2017-111682,FUR-CH-10003968
60,30.0,1,0.0840336134453781,1.65171538806654e-05,0.0333333333333333,CA-2017-111682,TEC-AC-10002167
61,48.48,1,0.1797752808988763,2.669172067115529e-05,0.0206270627062706,CA-2017-111682,OFF-BI-10001460
62,1.68,1,0.043103448275862,9.249606173172624e-07,0.5952380952380952,CA-2017-111682,OFF-AR-10001868
65,146.73,1,0.1973684210526315,8.078539963033446e-05,0.0068152388741225,CA-2016-135545,OFF-PA-10003892
66,79.76,1,0.2352941176470588,4.391360645072908e-05,0.0125376128385155,CA-2016-135545,FUR-FU-10000397
69,167.968,1,0.1509433962264151,9.247844343425351e-05,0.0059535149552295,CA-2015-106376,TEC-PH-10002726
71,4.616,1,0.021512492252054,2.5414394104383827e-06,0.2166377816291161,CA-2017-106075,OFF-BI-10004654
75,72.784,1,0.0289855072463768,4.007281760167836e-05,0.0137392833589799,US-2016-134026,OFF-ST-10004123
76,1.248,1,0.0468749999999999,6.871136014356807e-07,0.8012820512820513,US-2018-118038,OFF-BI-10004182
81,16.74,1,0.180722891566265,9.216571865411292e-06,0.05973715651135,CA-2017-127208,OFF-BI-10002309
84,200.984,1,0.3636363636363636,0.0001106561218517,0.0049755204394379,CA-2016-149734,OFF-EN-10000927
85,230.376,1,0.1690140845070422,0.0001268385280804,0.0043407299371462,US-2018-119662,OFF-ST-10003656
86,301.96,1,0.1265822784810126,0.0001662506595268,0.0033116969134984,CA-2018-140088,FUR-CH-10000863
87,19.99,1,0.0961538461538461,1.1005930202483378e-05,0.0500250125062531,CA-2018-155558,TEC-AC-10001998
88,6.16,1,0.108695652173913,3.391522263496629e-06,0.1623376623376623,CA-2018-155558,OFF-LA-10000134
89,158.368,1,0.1761006289308176,8.71929541924406e-05,0.0063144069508991,CA-2017-159695,OFF-ST-10003442
90,20.1,1,0.5357142857142857,1.1066493100045818e-05,0.0497512437810945,CA-2017-109806,OFF-AR-10004930
91,73.584,1,0.0869565217391304,4.05132750384961e-05,0.0135899108501848,CA-2017-109806,TEC-PH-10004093
92,6.48,1,0.0675675675675675,3.5677052382237267e-06,0.1543209876543209,CA-2017-109806,OFF-PA-10000304
93,12.96,1,0.131578947368421,7.135410476447453e-06,0.0771604938271604,CA-2016-149587,OFF-PA-10003177
95,32.96,1,0.1197604790419161,1.8146846396891053e-05,0.0303398058252427,CA-2016-149587,OFF-BI-10002852
96,5.682,1,0.04,3.128348944998027e-06,0.1759943681802182,US-2018-109484,OFF-BI-10004738
97,96.53,1,0.2121212121212121,5.314669547002104e-05,0.010359473738734,CA-2018-161018,FUR-FU-10000629
98,51.312,1,0.1481481481481481,2.82509399974901e-05,0.0194886186467103,CA-2018-157833,OFF-BI-10001721
99,77.88,1,0.1785714285714285,4.2878531474207375e-05,0.0128402670775552,CA-2017-149223,OFF-AP-10000358
100,64.624,1,0.6222222222222222,3.558015174613736e-05,0.0154741272592225,CA-2017-158568,OFF-PA-10003256
101,95.976,1,0.1034482758620689,5.2841678695024746e-05,0.0104192714845378,CA-2017-158568,TEC-AC-10001767
102,1.788,1,0.0566037735849056,9.84422371287658e-07,0.5592841163310962,CA-2017-158568,OFF-BI-10002609
103,23.92,1,0.1851851851851852,1.3169677360850546e-05,0.0418060200668896,CA-2017-129903,OFF-PA-10004040
104,238.896,1,0.2068965517241379,0.0001315293997825,0.0041859219074408,US-2016-156867,TEC-AC-10001552
107,74.112,1,0.380952380952381,4.08039769467958e-05,0.0134930915371329,CA-2018-119004,TEC-AC-10003499
108,27.992,1,0.1481481481481481,1.5411605714252862e-05,0.0357244927122034,CA-2018-119004,TEC-PH-10002844
109,3.304,1,0.0396039603960396,1.8190892140572824e-06,0.3026634382566586,CA-2018-119004,OFF-AR-10000390
110,339.96,1,0.1438848920863309,0.0001871723877757,0.0029415225320625,CA-2016-129476,TEC-AC-10000844
111,41.96,1,0.1666666666666666,2.3101992561090672e-05,0.0238322211630123,CA-2018-146780,FUR-FU-10001934
116,23.976,1,0.4285714285714285,1.3200509381427787e-05,0.0417083750417083,CA-2015-115259,OFF-PA-10004965
119,157.794,1,0.0232558139534883,8.687692598152388e-05,0.0063373765795911,US-2016-136476,OFF-BI-10003650
120,47.04,1,0.3,2.5898897284883345e-05,0.0212585034013605,CA-2017-103730,FUR-FU-10002157
121,30.84,1,0.1433691756272401,1.6979634189324033e-05,0.0324254215304799,CA-2017-103730,OFF-BI-10003910
123,115.02,1,0.3061224489795918,6.332676797847114e-05,0.0086941401495392,CA-2017-103730,OFF-EN-10002500
124,68.04,1,0.5384615384615384,3.746090500134913e-05,0.0146972369194591,CA-2017-103730,TEC-PH-10003875
130,238.56,1,0.1829268292682926,0.000131344407659,0.0041918175720992,US-2017-125969,FUR-FU-10003773
131,59.97,1,0.1764705882352941,3.301779060745013e-05,0.016675004168751,US-2018-164147,TEC-PH-10002293
132,78.304,1,0.0941176470588235,4.311197391572078e-05,0.0127707396812423,US-2018-164147,OFF-PA-10002377
